"National.Database.Number","Genus","Common.Name","Affiliation","City...from.strandings.table","County","State","Locality.Detail","Latitude","Latitude.Units","Longitude","Longitude.Units","Year.of.Observation","Observation.Date","Mammal.Type"
"NW-2009-1106287","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Reedsport","Douglas","OR","Near N Umpqua, south of Sparrow","43.71695","dd.dddd","Ð124.191700","dd.dddd",2009,"2009-OCT-06","Pinniped"
"NW-2009-1106289","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Reedsport","Douglas","OR","N of Sparrow, S of Siltcoos","43.7509","dd.dddd","Ð124.182550","dd.dddd",2009,"2009-OCT-06","Pinniped"
"NW-2009-1106291","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Astoria","Clatsop","OR","Columbia River Beach, 1/2 way between parking lot and jetty","46.238208","dd.dddd","Ð124.003676","dd.dddd",2009,"2009-OCT-06","Pinniped"
"NW-2009-1106293","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Pacific City","Tillamook","OR","in front of Pelican Brewery","45.215","dd.dddd","Ð123.972","dd.dddd",2009,"2009-OCT-07","Pinniped"
"NW-2009-1106295","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Charleston","Coos","OR","Bastendorff Beach","43.3498","dd.dddd","Ð124.344950","dd.dddd",2009,"2009-OCT-08","Pinniped"
"NW-2009-1106297","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","WinchesterBay","Douglas","OR","N Umpqua jetty","43.673117","dd.dddd","Ð124.206600","dd.dddd",2009,"2009-OCT-08","Pinniped"
"NW-2009-1106299","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Lincoln City","Lincoln","OR","near Purple Moon Beachfron Garden Inn, off NW Inlet Ave","44.988377","dd.dddd","Ð124.015107","dd.dddd",2009,"2009-OCT-08","Pinniped"
"NW-2009-1106301","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Lincoln City","Lincoln","OR","off NW Inlet Ave","44.990107","dd.dddd","Ð124.013663","dd.dddd",2009,"2009-OCT-08","Pinniped"
"NW-2009-1105449","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Bandon","Coos","OR","About 1/2 mile north of the Mars Lane public access in Bandon, OR (south Bandon area)","43.09156","dd.dddd","Ð124.43488","dd.dddd",2009,"2009-AUG-19","Pinniped"
"NW-2009-1105451","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Gold Beach","Curry","OR","Sebastian Shores","42.395765","dd.dddd","Ð124.425307","dd.dddd",2009,"2009-AUG-19","Pinniped"
"NW-2009-1105453","Eumetopias","Sea lion, Steller","Marine Mammal Institute, OSU","Bandon","Coos","OR","Just west of the Whiskey Run Access","43.21064","dd.dddd","Ð124.395640","dd.dddd",2009,"2009-AUG-19","Pinniped"
"NW-2009-1105459",NA,"Pinniped, unidentified","Marine Mammal Institute, OSU","Cape Blanco","Curry","OR","200 yards west of the beach trailhead from the Cape Blanco lighthouse parking lot","42.834347","dd.dddd","Ð124.562978","dd.dddd",2009,"2009-AUG-20","Pinniped"
"NW-2009-1105461","Eumetopias","Sea lion, Steller","Marine Mammal Institute, OSU","Newport","Lincoln","OR","near south jetty","44.611429","dd.dddd","Ð124.072251","dd.dddd",2009,"2009-AUG-21","Pinniped"
"NW-2009-1105749","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Charleston","Coos","OR","About 1/2 mile north of the creek at Bastendorff Beach","43.3485","dd.dddd","Ð124.34591","dd.dddd",2009,"2009-SEP-26","Pinniped"
"NW-2009-1105751","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Charleston","Coos","OR","Charleston Harbor marina","43.345684","dd.dddd","Ð124.320635","dd.dddd",2009,"2009-SEP-26","Pinniped"
"NW-2009-1105753",NA,"Pinniped, unidentified","Marine Mammal Institute, OSU","Bandon","Coos","OR","Whiskey Run Beach","43.21","dd.dddd","Ð124.395","dd.dddd",2009,"2009-SEP-26","Pinniped"
"NW-2009-1105755","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Cape Lookout","Tillamook","OR","Foot of Southside Trail, Cape Lookout S.P.","45.33","dd.dddd","Ð123.97","dd.dddd",2009,"2009-SEP-26","Pinniped"
"NW-2009-1105757","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Pacific City","Tillamook","OR","in front of parking area for Bob Straub State Park","45.192557","dd.dddd","Ð123.969385","dd.dddd",2009,"2009-SEP-27","Pinniped"
"NW-2009-1105759","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Otis","Lincoln","OR","Camp Westwind","45.044017","dd.dddd","Ð124.006667","dd.dddd",2009,"2009-SEP-27","Pinniped"
"NW-2009-1105761","Eumetopias","Sea lion, Steller","Marine Mammal Institute, OSU","North Bend","Coos","OR","Just North of BLM sand road #1, Coos N Spit","43.42595","dd.dddd","Ð124.292617","dd.dddd",2009,"2009-SEP-06","Pinniped"
"NW-2009-1105763","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Seal Rock","Lincoln","OR","s. of Huckleberry steps, Ona Beach","44.520318","dd.dddd","Ð124.077585","dd.dddd",2009,"2009-SEP-06","Pinniped"
"NW-2009-1105767","Phoca","Seal, harbor","Marine Mammal Institute, OSU","Neskowin","Tillamook","OR","near Hawk Creek access","45.104298","dd.dddd","Ð123.985531","dd.dddd",2009,"2009-SEP-06","Pinniped"
"NW-2009-1106017","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","South Beach","Lincoln","OR","north of Lost Creek; later found south of Waldport near Cape Cod Cottages","44.546213","dd.dddd","Ð124.074296","dd.dddd",2009,"2009-DEC-17","Pinniped"
"NW-2009-1106019","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Cape Meares","Tillamook","OR","Bayocean Spit","45.52704","dd.dddd","Ð123.953058","dd.dddd",2009,"2009-DEC-18","Pinniped"
"NW-2009-1106021","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Cape Meares","Tillamook","OR","Bayocean Spit","45.527326","dd.dddd","Ð123.953701","dd.dddd",2009,"2009-DEC-18","Pinniped"
"NW-2009-1106023","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Newport","Lincoln","OR","north of Nye Beach Turnaround","44.640551","dd.dddd","Ð124.062533","dd.dddd",2009,"2009-DEC-20","Pinniped"
"NW-2009-1106025","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Florence","Lane","OR","in front of Driftwood Shores hotel","44.034783","dd.dddd","Ð124.134267","dd.dddd",2009,"2009-DEC-21","Pinniped"
"NW-2009-1106027","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Florence","Lane","OR","Overlook beach (north of Tahkenitch)","43.832183","dd.dddd","Ð124.164200","dd.dddd",2009,"2009-DEC-22","Pinniped"
"NW-2009-1106029",NA,"Pinniped, unidentified","Marine Mammal Institute, OSU","Sunset Beach","Clatsop","OR","north of entrance","46.099413","dd.dddd","Ð123.944217","dd.dddd",2009,"2009-DEC-26","Pinniped"
"NW-2009-1106031","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Seal Rock","Lincoln","OR","just north of path from parking lot, Driftwood State Park","44.464795","dd.dddd","Ð124.081024","dd.dddd",2009,"2009-DEC-29","Pinniped"
"NW-2010-1106033","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Florence","Lane","OR","1/4 mile north of Hobbit Trail","44.1872","dd.dddd","Ð124.120651","dd.dddd",2010,"2010-JAN-02","Pinniped"
"NW-2010-1106035","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Yachats","Lincoln","OR","corner of Yachats Bay","44.309626","dd.dddd","Ð124.101371","dd.dddd",2010,"2010-JAN-02","Pinniped"
"NW-2009-1106303","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Yachats","Lincoln","OR","near Silver Surf Motel","44.33702","dd.dddd","Ð124.099601","dd.dddd",2009,"2009-DEC-13","Pinniped"
"NW-2009-1106305","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Florence","Lane","OR","dunes area, near Goose Pasture area","43.93765","dd.dddd","Ð124.146583","dd.dddd",2009,"2009-DEC-13","Pinniped"
"NW-2010-1106307","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","North Bend","Coos","OR","at ""T-Dock"", DB Western, Inc., end of North Spit Rd","43.401028","dd.dddd","Ð124.284126","dd.dddd",2010,"2010-JAN-11","Pinniped"
"NW-2010-1106309",NA,"Pinniped, unidentified","Marine Mammal Institute, OSU","Lincoln City","Lincoln","OR","behiind D-Sands Motel, near D River Wayside bathrooms","44.966962","dd.dddd","Ð124.018286","dd.dddd",2010,"2010-JAN-12","Pinniped"
"NW-2010-1106313","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Gleneden Beach","Lincoln","OR","behind house number 327 Salishan Drive","44.910767","dd.dddd","Ð124.029562","dd.dddd",2010,"2010-JAN-13","Pinniped"
"NW-2010-1106315","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","South Beach","Lincoln","OR","between Henderson and Grant Creeks","44.585245","dd.dddd","Ð124.068886","dd.dddd",2010,"2010-JAN-19","Pinniped"
"NW-2010-1106317","Phoca","Seal, harbor","Marine Mammal Institute, OSU","Newport","Lincoln","OR","between Nye Beach turnaround and Don Davis Park","44.637783","dd.dddd","Ð124.063008","dd.dddd",2010,"2010-JAN-21","Pinniped"
"NW-2010-1106319","Phoca","Seal, harbor","Marine Mammal Institute, OSU","Arch Cape","Clatsop","OR","250 yards north of Clatsop lane access","45.795127","decimal degrees","Ð123.968076","decimal degrees",2009,"2009-AUG-20","Pinniped"
"NW-2009-1105463","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Brookings","Curry","OR","Lone Ranch, North area, just S of Cape Ferrelo (below Cape)","42.100613","dd.dddd","Ð124.346247","dd.dddd",2009,"2009-AUG-21","Pinniped"
"NW-2009-1105467","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Florence","Lane","OR","2800 block, Rhodedendron; possibly sighted again on 8/22 on s. jetty","43.99043","dd.dddd","Ð124.119384","dd.dddd",2009,"2009-AUG-22","Pinniped"
"NW-2009-1105469","Eumetopias","Sea lion, Steller","Marine Mammal Institute, OSU","Newport","Lincoln","OR","Nye Beach, in front of Shilo Inn","44.630832","dd.dddd","Ð124.065955","dd.dddd",2009,"2009-AUG-22","Pinniped"
"NW-2009-1105473","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","WinchesterBay","Douglas","OR","on dock at west boat basin, dock 9, end of finger dock","43.681594","dd.dddd","Ð124.182681","dd.dddd",2009,"2009-AUG-22","Pinniped"
"NW-2009-1105773","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Newport","Lincoln","OR","1/4 mile north of 68th St access","44.691267","dd.dddd","Ð124.065966","dd.dddd",2009,"2009-SEP-06","Pinniped"
"NW-2009-1105775","Mirounga","Seal, northern elephant","Marine Mammal Institute, OSU","Newport","Lincoln","OR","near Little Creek Condos","44.664254","dd.dddd","Ð124.060215","dd.dddd",2009,"2009-SEP-06","Pinniped"
"NW-2009-1105777","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Newport","Lincoln","OR","in front of Little Creek condos","44.663837","dd.dddd","Ð124.060019","dd.dddd",2009,"2009-SEP-06","Pinniped"
"NW-2009-1105781",NA,"Pinniped, unidentified","Marine Mammal Institute, OSU","Cape Meares","Tillamook","OR","Cape Meares beach, south of the state park, parking lot at the end of the road","45.501957","dd.dddd","Ð123.95975","dd.dddd",2009,"2009-SEP-07","Pinniped"
"NW-2009-1105783","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Pacific City","Tillamook","OR","north side of Cape Kiwanda, near 1000 Trails Campground access trail","45.234717","dd.dddd","Ð123.971342","dd.dddd",2009,"2009-SEP-07","Pinniped"
"NW-2009-1105785","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Seal Rock","Lincoln","OR","at base of cliff below Huckleberry Ln.","44.520483","dd.dddd","Ð124.076903","dd.dddd",2009,"2009-SEP-07","Pinniped"
"NW-2010-1106037","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Lincoln City","Lincoln","OR","just north of Canyon Drive beach access","44.959625","dd.dddd","Ð124.020423","dd.dddd",2010,"2010-JAN-02","Pinniped"
"NW-2010-1106039","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Newport","Lincoln","OR","below NW 15th St.","44.64831","dd.dddd","Ð124.060342","dd.dddd",2010,"2010-JAN-04","Pinniped"
"NW-2010-1106041","Phoca","Seal, harbor","Marine Mammal Institute, OSU","South Beach","Lincoln","OR","~100 yards of the south jetty at the extreme high tide line","44.611821","dd.dddd","Ð124.070504","dd.dddd",2010,"2010-JAN-06","Pinniped"
"NW-2010-1106043","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Florence","Lane","OR","Harbor Vista County Park","44.013626","dd.dddd","Ð124.126339","dd.dddd",2010,"2010-JAN-06","Pinniped"
"NW-2010-1106045","Phoca","Seal, harbor","Marine Mammal Institute, OSU","Bandon","Coos","OR","Whiskey Run Beach; 3 miles north of Bullards Beach SP","43.196218","dd.dddd","Ð124.398798","dd.dddd",2010,"2010-JAN-07","Pinniped"
"NW-2010-1106047","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Newport","Lincoln","OR","in front of 4132 NW Cherokee Ln, Agate Beach","44.666623","dd.dddd","Ð124.059925","dd.dddd",2010,"2010-JAN-09","Pinniped"
"NW-2010-1106049","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Waldport","Lincoln","OR","2 blocks south of Driftwood State Park","44.46154","dd.dddd","Ð124.083306","dd.dddd",2010,"2010-JAN-09","Pinniped"
"NW-2010-1106051","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Neskowin","Tillamook","OR","a couple hundred yards south of the village","45.098498","dd.dddd","Ð123.986122","dd.dddd",2010,"2010-JAN-09","Pinniped"
"NW-2009-1105477","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Waldport","Lincoln","OR","just south of Driftwood State Park","44.45905","dd.dddd","Ð124.08216","dd.dddd",2009,"2009-AUG-24","Pinniped"
"NW-2009-1105479",NA,"Pinniped, unidentified","Marine Mammal Institute, OSU","Lincoln City","Lincoln","OR","unclear; caller said at access to NW 33rd street but there is no access there - there is an access at SW 33rd.","44.942834","dd.dddd","Ð124.024021","dd.dddd",2009,"2009-AUG-24","Pinniped"
"NW-2009-1105481","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Bandon","Coos","OR","almost opposite Table Rock","43.11729","dd.dddd","Ð124.43624","dd.dddd",2009,"2009-AUG-25","Pinniped"
"NW-2009-1105483","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Newport","Lincoln","OR","Nye Beach, near turnaround","44.639503","dd.dddd","Ð124.063042","dd.dddd",2009,"2009-AUG-25","Pinniped"
"NW-2009-1105487","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Harbor","Curry","OR","15602 Pelican Path Rd","42.031415","dd.dddd","Ð124.254933","dd.dddd",2009,"2009-JUL-05","Pinniped"
"NW-2009-1105489","Phoca","Seal, harbor","Marine Mammal Institute, OSU","Warrenton","Clatsop","OR","CoastWatch mile 338","46.21","dd.dddd","Ð124.002","dd.dddd",2009,"2009-JUL-06","Pinniped"
"NW-2009-1105789",NA,"UNIDENTIFIED OTARIID","Marine Mammal Institute, OSU","Newport","Lincoln","OR","Agate Beach","44.658066","dd.dddd","Ð124.060185","dd.dddd",2009,"2009-SEP-07","Pinniped"
"NW-2009-1105791","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Otter Rock","Lincoln","OR","Inn at Otter Crest","44.750041","dd.dddd","Ð124.064651","dd.dddd",2009,"2009-SEP-08","Pinniped"
"NW-2009-1105793","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Lincoln Beach","Lincoln","OR","at the base of Fishing Rock","44.845944","dd.dddd","Ð124.051299","dd.dddd",2009,"2009-SEP-08","Pinniped"
"NW-2009-1105797","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Florence","Lane","OR","North of Heceta head, Roosevelt beach","44.144933","dd.dddd","Ð124.121400","dd.dddd",2009,"2009-SEP-08","Pinniped"
"NW-2009-1105799","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Charleston","Coos","OR","Joe Ney Slough","43.340264","dd.dddd","Ð124.309236","dd.dddd",2009,"2009-SEP-08","Pinniped"
"NW-2009-1105801","Callorhinus","Seal, Northern fur","Marine Mammal Institute, OSU","Bandon","Coos","OR","Bullards Beach, near north jetty","43.124","dd.dddd","Ð124.424","dd.dddd",2009,"2009-SEP-09","Pinniped"
"NW-2009-1105803","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Lincoln Beach","Lincoln","OR","200 yards south of Wilow Street access","44.849549","dd.dddd","Ð124.048305","dd.dddd",2009,"2009-SEP-27","Pinniped"
"NW-2009-1105805","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Charleston","Coos","OR","Bastendorff Beach","43.34568","dd.dddd","Ð124.34886","dd.dddd",2009,"2009-SEP-28","Pinniped"
"NW-2010-1106053","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Lincoln City","Lincoln","OR","near SW 11th, Canyon Drive","44.959373","dd.dddd","Ð124.020997","dd.dddd",2010,"2010-JAN-09","Pinniped"
"NW-2009-1106055","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Port Orford","Curry","OR","Tseriadun State Park","42.749","dd.dddd","Ð124.512","dd.dddd",2009,"2009-NOV-04","Pinniped"
"NW-2009-1106057","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Pacific City","Tillamook","OR","on beach, just south of where bridge crosses river, CW mile 259","45.201","dd.dddd","Ð123.969","dd.dddd",2009,"2009-NOV-06","Pinniped"
"NW-2009-1106059","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Charleston","Coos","OR","Bastendorff Beach","43.3498","dd.dddd","Ð124.344950","dd.dddd",2009,"2009-NOV-06","Pinniped"
"NW-2009-1106061","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Tierra-Del-Mar","Tillamook","OR","far end of Tierra Del Mar","45.257","dd.dddd","Ð123.967","dd.dddd",2009,"2009-NOV-06","Pinniped"
"NW-2009-1106063","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Neskowin","Tillamook","OR","Camp Winema","45.145","dd.dddd","Ð123.976","dd.dddd",2009,"2009-NOV-06","Pinniped"
"NW-2009-1106065",NA,"Pinniped, unidentified","Marine Mammal Institute, OSU","Bandon","Coos","OR","south of suuth jetty, unknown location","43.120684","dd.dddd","Ð124.429663","dd.dddd",2009,"2009-NOV-06","Pinniped"
"NW-2009-1106067","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Lincoln City","Lincoln","OR","near SW 48th St","44.93","dd.dddd","Ð124.025","dd.dddd",2009,"2009-NOV-08","Pinniped"
"NW-2009-1106069","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Lakeside","Coos","OR","North of Ten mile River","43.58875","dd.dddd","Ð124.224217","dd.dddd",2009,"2009-NOV-09","Pinniped"
"NW-2009-1105497",NA,"Pinniped, unidentified","Marine Mammal Institute, OSU","Portland","Multnomah","OR","East of Kelley Pt Park","45.651047","dd.dddd","Ð122.761023","dd.dddd",2009,"2009-JUL-10","Pinniped"
"NW-2009-1105501","Phoca","Seal, harbor","Marine Mammal Institute, OSU","Cape Meares","Tillamook","OR","Cape Meares","45.498799","dd.dddd","Ð123.961660","dd.dddd",2009,"2009-JUL-11","Pinniped"
"NW-2009-1105503","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Charleston","Coos","OR","Cape Arago, south cove","43.30362","dd.dddd","Ð124.39795","dd.dddd",2009,"2009-JUL-11","Pinniped"
"NW-2009-1105505","Phoca","Seal, harbor","Marine Mammal Institute, OSU","South Beach","Lincoln","OR","Lost Creek","44.5461","dd.dddd","Ð124.07460","dd.dddd",2009,"2009-JUL-14","Pinniped"
"NW-2009-1105507","Zalophus","Sea lion, California","Marine Mammal Institute, OSU","Port Orford","Curry","OR","Hubbard Creek; later on 7/28 observed rocks at south end of beach Cape Lookout","42.736169","dd.dddd","Ð124.477265","dd.dddd",2009,"2009-JUL-14","Pinniped"
