"Field.Number","National.Database.Number","Affiliation","Common.Name","Observation.Date","State","County","City...from.strandings.table","Locality.Detail","Latitude","mean_lat","Lat_error","Longitude","mean_long","Long_error"
"NONE-ASSIGNED","SW-2009-1099657","Channel Islands Marine and Wildlife Institute","Sea lion, California","2009-MAY-31","CA","Ventura","PORT HUENEME","SILVER STRAND BEACH, SAN NICOLAS AVENUE",34.9246,34.1860281307087,-0.738571869291334,-119.13306,-119.214604851601,-0.081544851601052
"NONE-ASSIGNED","SW-2009-1099929","Channel Islands Marine and Wildlife Institute","Sea lion, California","2009-JUN-06","CA","Ventura","PORT HUENEME","SILVER STRAND BEACH, ANACAPA",34.9277,34.1860281307087,-0.741671869291338,-119.1325,-119.214604851601,-0.0821048516010592
"TMMC-CSL-6897","SW-2006-1189401","The Marine Mammal Center","Sea lion, California","2006-JUN-05","CA","Santa Barbara","Guadalupe","Guadalupe-Nipomo Dunes Preserve",34.936,34.3506933583508,-0.585306641649247,-120.661,-119.641280476655,1.01971952334495
"TMMC-CSL-8423","SW-2009-1118232","The Marine Mammal Center","Sea lion, California","2009-JUN-18","CA","Santa Barbara",NA,"GUADALUPE-NIPOMO DUNES, 1 MILE SOUTH OF PARKING LOT",34.954,34.3506933583508,-0.603306641649247,-120.654,-119.641280476655,1.01271952334494
"SBMNH-2008-08","SW-2008-1090657","Santa Barbara Museum of Natural History","Dolphin, Risso's","2008-APR-13","CA","Santa Barbara",NA,"GUADALUPE BEACH, APPROXIMATELY SOUTH OF GUADALUPE BEACH PARKING LOT",34.95412,34.3506933583508,-0.60342664164925,-120.65554,-119.641280476655,1.01425952334495
"TMMC-CSL-6958","SW-2006-1189441","The Marine Mammal Center","Sea lion, California","2006-JUL-26","CA","Santa Barbara","Guadalupe","Guadalupe-Nipomo Dunes",34.954985,34.3506933583508,-0.604291641649247,-120.65453,-119.641280476655,1.01324952334494
"TMMC-CSL-12162","SW-2015-1177934","The Marine Mammal Center","Sea lion, California","2015-MAR-30","CA","Santa Barbara","Guadalupe","Guadalupe Dunes",34.961,34.3506933583508,-0.610306641649245,-120.651,-119.641280476655,1.00971952334494
"TMMC-CSL-7157","SW-2007-1070611","The Marine Mammal Center","Sea lion, California","2007-JAN-18","CA","Santa Barbara","GUADALUPE","GUADALUPE-NIPOMO DUNES PRESERVE, JUST NORTH OF PARKING LOT",34.966,34.3506933583508,-0.615306641649248,-120.65,-119.641280476655,1.00871952334495
"TMMC-CSL-9278","SW-2009-1123004","The Marine Mammal Center","Sea lion, California","2009-NOV-02","CA","Santa Barbara",NA,"GUADALUPE DUNES, 1/2 MILE NORTH OF THE PARKING LOT",34.968,34.3506933583508,-0.61730664164925,-120.657,-119.641280476655,1.01571952334494
"TMMC-CSL-8919","SW-2009-1120660","The Marine Mammal Center","Sea lion, California","2009-AUG-09","CA","Santa Barbara","GUADALUPE","GUADALUPE-NIPOMO DUNES, 30 FEET SOUTH OF THE PARKING LOT",34.968,34.3506933583508,-0.61730664164925,-120.657,-119.641280476655,1.01571952334494
"SBMNH-2013-09","SW-2013-1148280","Santa Barbara Museum of Natural History","Whale, humpback","2013-APR-25","CA","Santa Barbara","Guadalupe","Rancho Guadalupe Dunes",34.96969,34.3506933583508,-0.618996641649247,-120.650346,-119.641280476655,1.00906552334494
"TMMC-CSL-7186","SW-2007-1073037","The Marine Mammal Center","Sea lion, California","2007-APR-13","CA","Santa Barbara","GUADALUPE","GUADALUPE-NIPOMO DUNES",34.97,34.3506933583508,-0.619306641649246,-120.649,-119.641280476655,1.00771952334495
"TMMC-CSL-7428","SW-2007-1085205","The Marine Mammal Center","Sea lion, California","2007-AUG-24","CA","Santa Barbara",NA,"GUADALUPE-NIPOMO DUNES RESERVE COUPLE HUNDRED YARDS SOUTH OF PARKING LOT",34.97,34.3506933583508,-0.619306641649246,-120.64,-119.641280476655,0.998719523344946
"SBMNH-2007-12","SW-2007-1069771",NA,"Dolphin, striped","2007-JUL-06","CA","Santa Barbara","Guadalupe","Guadalupe Dunes",34.97,34.3506933583508,-0.619306641649246,-120.6507,-119.641280476655,1.00941952334495
"TMMC-CSL-10719","SW-2013-1188284","The Marine Mammal Center","Sea lion, California","2013-AUG-28","CA","Santa Barbara",NA,"Guadalupe Dunes",34.972,34.3506933583508,-0.621306641649248,-120.656,-119.641280476655,1.01471952334495
"TMMC-CSL-9320","SW-2009-1123303","The Marine Mammal Center","Sea lion, California","2009-DEC-12","CA","Santa Barbara","GUADALUPE","GUADALUPE NIPOMO DUNES RESERVE",34.972,34.3506933583508,-0.621306641649248,-120.656,-119.641280476655,1.01471952334495
"TMMC-CSL-10692","SW-2013-1188260","The Marine Mammal Center","Sea lion, California","2013-AUG-05","CA","Santa Barbara",NA,"Guadalupe-Nipomo Dunes",34.974538,34.3506933583508,-0.623844641649249,-120.647219,-119.641280476655,1.00593852334495
"SBMMC-","SW-2014-1173224","Santa Barbara Marine Mammal Center","Seal, harbor","2014-FEB-27","CA","Santa Barbara","Carpinteria","Rincon",34.9763,34.3506933583508,-0.625606641649249,-119.4807,-119.641280476655,-0.160580476655056
"TMMC-CSL-13204","SW-2016-1189943","The Marine Mammal Center","Sea lion, California","2016-JUL-12","CA","Santa Barbara",NA,"Guadalupe-Nipomo Dunes",34.9999,34.3506933583508,-0.649206641649243,-120.6408,-119.641280476655,0.999519523344944
"SBMMC-13-148","SW-2013-1169261","Santa Barbara Marine Mammal Center","Sea lion, California","2013-MAR-24","CA","Santa Barbara","GUADALUPE","GUADALUPE DUNES",35.0066,34.3506933583508,-0.655906641649246,-120.3747,-119.641280476655,0.733419523344949
"TMMC-ES-3157","SW-2011-1177060","The Marine Mammal Center","Seal, northern elephant","2011-MAR-09","CA","Santa Barbara",NA,"Guadalupe Dunes, 4 miles north of parking lot",35.013,34.3506933583508,-0.662306641649245,-120.644,-119.641280476655,1.00271952334495
"SBMMC-13-292","SW-2013-1183398","Santa Barbara Marine Mammal Center","Sea lion, California","2013-AUG-25","CA","Santa Barbara",NA,"Guadalupe Dunes",35.01833333,34.3506933583508,-0.667639971649244,-120.6297222,-119.641280476655,0.988441723344948
"SBMMC-13-283","SW-2013-1183390","Santa Barbara Marine Mammal Center","Sea lion, California","2013-AUG-05","CA","Santa Barbara","Guadalupe","Guadalupe Dunes",35.01833333,34.3506933583508,-0.667639971649244,-120.6297222,-119.641280476655,0.988441723344948
"FMMMCC-09-380","SW-2009-1101089","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2009-JUL-05","CA","Los Angeles","MALIBU","ZUMA BEACH",35.020556,33.9463884433333,-1.07416755666667,-118.830278,-118.555894658204,0.274383341796096
"FMMMCC-07-282","SW-2007-1075321","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2007-AUG-27","CA","Los Angeles","MALIBU",NA,35.035,33.9463884433333,-1.08861155666666,-118.863611,-118.555894658204,0.307716341796095
"TMMC-CSL-7668","SW-2008-1094661","The Marine Mammal Center","Sea lion, California","2008-JUN-02","CA","San Joaquin",NA,"OCEANO DUNES VEHICULAR RECREATION AREA MILE POST 4 1/2",35.047,37.7995924625,2.7525924625,-120.629,-121.3673046875,-0.738304687499991
"TMMC-CSL-7743","SW-2008-1097525","The Marine Mammal Center","Sea lion, California","2008-JUL-01","CA","San Luis Obispo",NA,"OCEANO DUNES VEHICULAR RECREATION AREA POST 7.5",35.048,35.3012965156931,0.253296515693144,-122.63,-120.844880020444,1.78511997955607
"TMMC-CSL-9851","SW-2010-1137050","The Marine Mammal Center","Sea lion, California","2010-OCT-02","CA","San Luis Obispo",NA,"Oceano Dunes Vehicular Recreation Area, post 7",35.051,35.3012965156931,0.250296515693144,-120631,-120.844880020444,120510.15511998
"TMMC-CSL-7281","SW-2007-1080425","The Marine Mammal Center","Sea lion, California","2007-JUN-18","CA","San Luis Obispo",NA,"OCEANO DUNES VEHICULAR RECREATION AREA, POST 4.5",35.057,35.3012965156931,0.244296515693144,-122.628,-120.844880020444,1.78311997955608
"TMMC-CSL-7196","SW-2007-1076479","The Marine Mammal Center","Sea lion, California","2007-APR-29","CA","San Luis Obispo",NA,"OCEANO DUNES VEHICULAR RECREATION AREA, POST 5.5",35.062,35.3012965156931,0.239296515693148,-1206.29,-120.844880020444,1085.44511997956
"TMMC-CSL-7437","SW-2007-1085253","The Marine Mammal Center","Sea lion, California","2007-AUG-27","CA","San Luis Obispo",NA,"OCEANO DUNES VEHICULAR RECREATION AREA POST 5",35.067,35.3012965156931,0.234296515693146,-120628,-120.844880020444,120507.15511998
"TMMC-CSL-8544","SW-2009-1118537","The Marine Mammal Center","Sea lion, California","2009-JUN-27","CA","San Luis Obispo","OCEANO","OCEANO DUNES STATE VEHICULAR RECREATION AREA, POST 2",35.09,35.3012965156931,0.211296515693142,-123.629,-120.844880020444,2.78411997955608
"TMMC-CSL-9765","SW-2010-1140533","The Marine Mammal Center","Sea lion, California","2010-JUL-12","CA","San Luis Obispo",NA,"Oceano Dunes Vehicular Recreation Area, Post 2",35.092,35.3012965156931,0.209296515693147,-123.636,-120.844880020444,2.79111997955607
"SBMMC-CSL-7183","SW-2007-1072287","Santa Barbara Marine Mammal Center","Sea lion, California","2007-APR-06","CA","Santa Barbara","PISMO BEACH","PISMO STATE BEACH",35.135,34.3506933583508,-0.784306641649245,-120.642,-119.641280476655,1.00071952334494
"TMMC-CSL-8060","SW-2009-1092207","The Marine Mammal Center","Sea lion, California","2009-FEB-07","CA","San Francisco","AVILA BEACH","PORT SAN LUIS PIER, OLDE PORT BEACH, NEXT TO AVILA PIER, NORTH OF CALPOLY PIER",35.168,37.7539533290175,2.5859533290175,-120.745,-122.488784927995,-1.74378492799461
"TMMC-CSL-9795","SW-2010-1138467","The Marine Mammal Center","Sea lion, California","2010-AUG-07","CA","San Luis Obispo","Avila Beach","Port San Luis Pier and Beach, Fishermans Beach",35.168,35.3012965156931,0.133296515693146,-120745,-120.844880020444,120624.15511998
"SWC-ZC-15-135B","SW-2015-1171300","SeaWorld of California","Sea lion, California","2015-FEB-09","CA","San Diego","OCEANSIDE","CAMP PENDLETON. DEL MAR BEACH.",35.2246,32.8061558059814,-2.41844419401862,-117.3421,-117.233907868453,0.108192131546673
"SBMMC-09-19","SW-2009-1094205","Santa Barbara Marine Mammal Center","Sea lion, California","2009-FEB-25","CA","Santa Barbara","SANTA BARBARA","HARBOR",35.2448,34.3506933583508,-0.894106641649245,-119.4126,-119.641280476655,-0.228680476655057
"SBMMC-09-18","SW-2009-1094203","Santa Barbara Marine Mammal Center","Sea lion, California","2009-FEB-24","CA","Santa Barbara",NA,"ELLWOOD",35.2577,34.3506933583508,-0.907006641649247,-119.5453,-119.641280476655,-0.0959804766550576
"TMMC-NFS-204","SW-2007-1072455","The Marine Mammal Center","Seal, Northern fur","2007-APR-08","CA","San Luis Obispo",NA,"MONTANA DE ORO STATE PARK, HAZARDS REEF, BOTTOM OF TRAIL",35.289,35.3012965156931,0.0122965156931443,-1220.883,-120.844880020444,1100.03811997956
"TMMC-CSL-7718","SW-2008-1096307","The Marine Mammal Center","Sea lion, California","2008-JUN-19","CA","San Luis Obispo",NA,"MONTANA DE ORO STATE PARK, ON SAND SPIT 1/4 MILE LEFT FROM ENTRANCE",35.302,35.3012965156931,-0.000703484306853852,-122.884,-120.844880020444,2.03911997955608
"NONE-ASSIGNED","SW-2009-1092781","U.S.G.S.-BRD","Sea lion, California","2009-MAR-02","CA","Santa Clara","SAN SIMEON",NA,35.399,37.1500148125,1.7510148125,-121.158,-121.9514196875,-0.793419687499991
"SBMNH-2008-07","SW-2008-1090393","Santa Barbara Museum of Natural History","Dolphin, common, long-beaked","2008-APR-08","CA","Santa Barbara","SANTA BARBARA","BEACH IN FRONT OF BILTMORE FOUR SEASONS HOTEL",35.41663,34.3506933583508,-1.06593664164924,-119.6433,-119.641280476655,0.00201952334494138
"TMMC-ES-2799","SW-2008-1091587","The Marine Mammal Center","Seal, northern elephant","2008-APR-20","CA","Los Angeles","MORRO BAY","MORRO STRAND STATE BEACH (SOUTH), CHEVRON BEACH",35.43,33.9463884433333,-1.48361155666667,-120.884,-118.555894658204,2.32810534179609
"TMMC-CSL-9827","SW-2010-1134474","The Marine Mammal Center","Sea lion, California","2010-SEP-05","CA","San Luis Obispo","Cayucos","to the right of the pier",35.442,35.3012965156931,-0.140703484306854,-129.09,-120.844880020444,8.24511997955608
"CIMWI-12-D066-DD-003","SW-2012-1182554","Channel Islands Marine and Wildlife Institute","Dolphin, common, short-beaked","2012-AUG-13","CA","Ventura","Unincorporated","Hollywood Beach",35.50027778,34.1860281307087,-1.31424964929133,-119.2316667,-119.214604851601,0.0170618483989529
"TMMC-CSL-7161","SW-2007-1070661","The Marine Mammal Center","Sea lion, California","2007-JAN-30","CA","San Mateo","PRINCETON","PILLAR POINT HARBOR",35.501,37.414328568614,1.91332856861396,-122.493,-122.423210366016,0.0697896339835751
"TMMC-CSL-9182","SW-2009-1121459","The Marine Mammal Center","Sea lion, California","2009-OCT-03","CA","Monterey","PEBBLE BEACH","FANSHELL BEACH (17 MILE DRIVE) (MONTEREY BAY NATIONAL MARINE SANCTUARY), STRAIGHT OUT FROM PARKING LOT ON ROCKS",35.586,36.6521344782035,1.0661344782035,-121.973,-121.836668470617,0.136331529383398
"TMMC-CSL-9115","SW-2009-1121241","The Marine Mammal Center","Sea lion, California","2009-SEP-20","CA","San Mateo","SAN MATEO","POPLAR CREEK GOLF COURSE, COYOTE POINT DRIVE",35.587,37.414328568614,1.82732856861396,-122.323,-122.423210366016,-0.100210366016427
"BLANK","SW-2011-1177280","USGS-BRD","Seal, northern elephant","2011-MAR-30","CA","San Francisco","San Simeon","Piedras Blancas",35.65216667,37.7539533290175,2.1017866590175,-121.2393333,-122.488784927995,-1.24945162799462
"TMMC-CSL-9022","SW-2009-1120996","The Marine Mammal Center","Sea lion, California","2009-AUG-30","CA","Monterey","MOSS LANDING","MOSS LANDING HARBOR, ON ROCKS LEFT OF THE SEA HARVEST RESTAURANT",35.81,36.6521344782035,0.842134478203498,-121.794,-121.836668470617,-0.0426684706166043
"FMMMCC-06-098","SW-2006-1057585","Fort MacArthur Marine Mammal Care Center","Seal, northern elephant","2006-APR-05","CA","Los Angeles","REDONDO BEACH","RUBY TOWER",35.834444,33.9463884433333,-1.88805555666666,-118.39027,-118.555894658204,-0.16562465820391
"SWFSC-NEB0037","SW-2012-1139076","Southwest Fisheries Science Center","Seal, harbor","2012-FEB-01","CA","San Diego","La Jolla","Childrens Pool",35.847442,32.8061558059814,-3.04128619401862,-117.278653,-117.233907868453,0.0447451315466765
"FMMMCC-06-126","SW-2006-1057531","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2006-APR-15","CA","Los Angeles","HERMOSA BEACH","TOWER 24",35.870278,33.9463884433333,-1.92388955666667,-118.40666,-118.555894658204,-0.149234658203909
"TMMC-ES-3490","SW-2013-1159890","The Marine Mammal Center","Seal, northern elephant","2013-JUN-24","CA","Monterey","Gorda","100 yards N of Gorda Resort on Big Sur cliff side",35.873,36.6521344782035,0.779134478203503,-121.449,-121.836668470617,-0.387668470616603
"FMMMCC-06-045","SW-2006-1055679","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2006-MAR-12","CA","Los Angeles","EL SEGUNDO","GRAND AVENUE PARKING LOT, UNDER CAR.",35.917778,33.9463884433333,-1.97138955666667,-118.43027,-118.555894658204,-0.125624658203918
"MLMLMM2950","SW-2015-1178810","Moss Landing Marine Laboratories","Seal, Northern fur","2015-OCT-18","CA","Monterey","Big Sur","Sand Dollar Beach in Big Sur CA",35.92281,36.6521344782035,0.729324478203502,-121.46917,-121.836668470617,-0.367498470616596
"TMMC-ES-3244","SW-2012-1186082","The Marine Mammal Center","Seal, northern elephant","2012-FEB-26","CA","Monterey","Big Sur","Sand Dollar Picnic Area and Beach",35.926,36.6521344782035,0.726134478203498,-121.474,-121.836668470617,-0.362668470616597
"LMLZC2014MAY14-2","SW-2014-1187315","Long Marine Laboratory","Sea lion, California","2014-MAY-13","CA","Santa Cruz","Capitola","Capitola Beach by Zeldas Restaurant",35.971615,36.9500520030922,0.978437003092161,-121.951606,-121.962930766365,-0.0113247663652061
"MLML-MM-2088","SW-2009-1100333","Moss Landing Marine Laboratories","Whale, blue","2009-OCT-09","CA","Monterey","BIG SUR","KIRK CREEK",35.985,36.6521344782035,0.667134478203501,-121.4926,-121.836668470617,-0.344068470616605
"NONE-ASSIGNED","SW-2009-1131512","The Marine Mammal Center","Sea lion, California","2009-SEP-28","CA","Monterey","MONTEREY","MONTEREY HARBOR, ON U.S. COAST GUARD DOCK",36,36.6521344782035,0.6521344782035,-121,-121.836668470617,-0.836668470616601
"TMMC-ES-3132","SW-2010-1127106","The Marine Mammal Center","Seal, northern elephant","2010-MAY-27","CA","Monterey",NA,"ASILOMAR STATE BEACH (MONTEREY BAY NATIONAL MARINE SANCTUARY), UPCOAST FROM CONFERENCE CENTER",36.024,36.6521344782035,0.628134478203499,-121.944,-121.836668470617,0.107331529383401
"TMMC-CSL-7181","SW-2007-1072197","The Marine Mammal Center","Sea lion, California","2007-APR-05","CA","San Luis Obispo",NA,"OSO FLAKO LAKE NATURAL AREA, SOUTH OF NATURAL HABITAT AREA",36.031,35.3012965156931,-0.729703484306853,-120.634,-120.844880020444,-0.210880020443923
"TMMC-CSL-11654","SW-2015-1176151","The Marine Mammal Center","Sea lion, California","2015-FEB-11","CA","San Luis Obispo","Oceano","Oceano Dunes (between Post 5 and Post 6 off highway vehicle beach)",36.06093,35.3012965156931,-0.759633484306853,-120.630284,-120.844880020444,-0.214596020443921
"LML-ZC-2010AUG14-2","SW-2010-1126981","Long Marine Laboratory","Sea lion, California","2010-AUG-14","CA","Santa Cruz","RIO DEL MAR","RIO DEL MAR",36.06768,36.9500520030922,0.882372003092158,-121.90526,-121.962930766365,-0.0576707663652058
"MLML-MM-2514","SW-2012-1142700","Moss Landing Marine Laboratories","Whale, gray","2012-APR-27","CA","Monterey","Big Sur","Pt. Sur, north of Lucia",36.0712,36.6521344782035,0.580934478203503,-121.6062,-121.836668470617,-0.2304684706166
"TMMC-CSL-12232","SW-2015-1178118","The Marine Mammal Center","Sea lion, California","2015-APR-06","CA","Monterey","Moss Landing","along Sandholt Road, on rocks below Woodwards Chevron Station",36.08052,36.6521344782035,0.5716144782035,-121.7855,-121.836668470617,-0.0511684706166022
"NONE-ASSIGNED","SW-2009-1098445","CHANNEL ISLANDS HARBOR PATROL","Sea lion, California","2009-APR-28","CA","Ventura","OXNARD","SILVERSTRAND BEACH",36.09,34.1860281307087,-1.90397186929134,-119.13,-119.214604851601,-0.0846048516010569
"TMMC-CSL-9755","SW-2010-1140275","The Marine Mammal Center","Sea lion, California","2010-JUL-08","CA","San Luis Obispo","Oceano","Oceano Dunes Vehicular Recreation Area, South of Pier Avenue",36.105,35.3012965156931,-0.803703484306851,-120.637,-120.844880020444,-0.207880020443923
"LML-ZC-2011MAY04","SW-2011-1134374","Long Marine Laboratory","Sea lion, California","2011-MAY-04","CA","San Mateo","ANO NUEVO","ANO NUEVO",36.11273,37.414328568614,1.30159856861396,-121.32916,-122.423210366016,-1.09405036601642
"NONE-ASSIGNED","SW-2008-1089233","Moss Landing Marine Laboratories","Whale, humpback","2008-MAR-07","CA","Monterey",NA,"BIG SUR AREA, 100 YARDS OFFSHORE",36.12,36.6521344782035,0.532134478203503,-121.46,-121.836668470617,-0.376668470616607
"MLML-MM-2430","SW-2011-1129082","Moss Landing Marine Laboratories","Whale, gray","2011-MAR-07","CA","Monterey","Esalen","Big Sur",36.120011,36.6521344782035,0.532123478203502,-121.633306,-121.836668470617,-0.203362470616597
