National Database Number,Field Number,Nmfs Regional Number,Confidence Code,Common Name,Genus,Species,Report Status,Examiner Name,Affiliation,Stranding Agreement/Authority,Region,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Units,Latitude Actual/Estimate,Longitude,Longitude Units,Longitude Actual/Estimate,How lat/long determined,Restrand,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,Other Human Interaction,Other Human Int Description,How Determined: External Exam,How Determined: Internal Exam,How Determined: Necropsy,How Determined: Other,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Observation Date Act/Est,Observation Status,Not Able to Examine,Date of Examination,Year of Examination,Month of Examination,Day of Examination,Condition at Examination,Left at Site,Sex,Age Class,2007 Whole Carcass,2007 Partial Carcass,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Necropsied Flag,Necropsy Limited Flag,Necropy Carcass Fresh/Frozen,Date of Necropsy,Year of Necropsy,Month of Necropsy,Day of Necropsy,Stranding Necropsied By,Additional Remarks,Additional Identifiers
NW-2005-1042285,HMSC05-02-21,05NWR02015,Confirmed - Medium Report,"Whale, gray",Eschrichtius,robustus,Validated,Tamara McGuire,"Marine Mammal Institute, OSU","Hatfield Marine Science Center, OSU",NW,Depoe Bay,Lincoln,OR,Pacific Ocean,between Depoe Bay and Yaquina Head (Newport),,,,,,,,N,Y,N,N,Y,N,,,,,,2005-FEB-21,2005,FEB,21,Swimming,,Alive,N,2005-FEB-21,2005,FEB,21,Alive,N,UNKNOWN,,,,276,in,estimate,0,lb,estimate,N,,,,,,,,"animal distentagled by OSU and US Coast Guard. two buoys and trailing rope removed. one buoy either still on whale or at sea (whale not seen again). no evidence of crab pot. buoy number 13558, bright pink, not in ODFW registry of crab pots for commercial crabbers in Oregon (number sent to NMFS NW to see if registered in WA).",
NW-2004-1028412,2004-SJ005,04NWR04012,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Whale Museum,Whale Museum,Whale Museum,NW,San Juan Island,San Juan,WA,Puget Sound,Friday Harbor labs,,,,,,,,,CBD,N,N,N,N,,,,,,2004-APR-13,2004,APR,13,Beach or Land,,Moderate Decomposition,N,2004-APR-15,2004,APR,15,Moderate Decomposition,N,MALE,YEARLING,,,40,in,estimate,,,,N,,,,,,,,,
NW-2004-1002148,HMSC04-C1,04NWR01015,Confirmed - High Report,"Whale, gray",Eschrichtius,robustus,Validated,Tamara McGuire,"Marine Mammal Institute, OSU","Hatfield Marine Science Center, OSU",NW,Driftwood Beach SP,Lincoln,OR,Pacific Ocean,S of Seal Rock,,,,,,,,N,Y,N,N,Y,N,rope marks found around both pecs and through mouth,,,,,2004-JAN-18,2004,JAN,18,Beach or Land,,Fresh Dead,N,2004-JAN-19,2004,JAN,19,Moderate Decomposition,N,MALE,PUP/CALF,,,436,cm,estimate,,,,Y,,,2004-JAN-20,2004,JAN,20,HMSC staff,,
NW-2015-1174627,HMSC15-07-08-Uc,15NWR07045,Confirmed - High Report,unidentified cetacean,,,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Waldport,Lincoln,OR,Pacific Ocean,about 38 NM offshore of Waldport,44.415667,dd.dddd,,–124.976500,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2015-JUL-08,2015,JUL,8,Floating,,Condition Unknown,Y,,,,,,N,UNKNOWN,UNKNOWN,N,N,300,in,estimate,0,lb,estimate,N,,,,,,,,"reported by pleasure craft ""Summer Breeze"" to US Coast Guard Sector North Bend",
NW-2011-1130297,11Er10AprWI-01,11NWR04003,Confirmed - High Report,"Whale, gray",Eschrichtius,robustus,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,Whidbey Island,Island,WA,Pacific Ocean,"Admiralty Inlet, approximately 1 mile south of South Whidbey State Park beach access",48.0417,decimal degrees,estimate,–122.59506,decimal degrees,estimate,Internet,N,CBD,N,N,N,N,,Y,N,N,N,2011-APR-10,2011,APR,10,Floating,,Moderate Decomposition,N,2011-APR-10,2011,APR,10,,N,FEMALE,ADULT,Y,N,1268,cm,estimate,15000,lb,estimate,Y,complete,fresh,2011-APR-12,2011,APR,12,"CRC, CPSMMSN","The initial report by some hikers was received by the CPSMMSN on the evening of April 9. The report was of a large gray whale floating just offshore approximately 1 mile south of the South Whidbey State Park beach access. Matt Klope and Howard Garrett of the Stranding Network investigated the carcass on Sunday, April 10. The carcass of the adult female was emaciated. No major injuries were noted. The whale was not one of the 10-12 grays that come into our waters to feed for several months each spring. Matt removed some whiskers for possible analysis as well as part of the ""chin"" on the mandible for researchers to check for a possible ""sensory organ"" suspected to be located in that region. A necropsy was performed on April 12 by Cascadia Research Collective and the CPSMMSN. Several scars on the ovary may mean that the female had had several calves. The stomach was empty except for some organic material and small rocks. The intestines were completely empty. There were lots of small nodules throughout the intestine. Samples were taken for analysis. The CPSMMSN collected several blubber samples for testing for levels of dioxins and furans. The strip of baleen from the left side of the jaw was collected. Cascadia Research Collective will prepare the necropsy report. The carcass was left at site at this fairly remote area of beach in an attempt to collect the second strip of baleen at some future date.","Matt Klope, Howard Garrett"
NW-2017-1194244,HMSC17-02-06-Er,17NWR02020,Confirmed - High Report,"Whale, gray",Eschrichtius,robustus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Newport,Lincoln,OR,Pacific Ocean,"Beverly Beach, just north of Johnson Creek",44.738,dd.dddd,,–124.058028,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2017-FEB-06,2017,FEB,6,Beach or Land,,Alive,N,2017-FEB-07,2017,FEB,7,Fresh Dead,Y,MALE,PUP/CALF,Y,N,452,cm,actual,750,kg,estimate,Y,complete,fresh,2017-FEB-07,2017,FEB,7,Jim Rice et al,,
NW-2002-1027213,NW-4767,NMFSNW-4767,,"Porpoise, harbor",Phocoena,phocoena,Validated,Public,,Unknown,NW,Crescent Bay,Clallam,WA,,.25 mile W of mouth of Salt Creek,,,,,,,,,N,N,N,N,N,,,,,,2002-JUN-16,2002,JUN,16,,,Fresh Dead,N,2002-JUN-16,2002,JUN,16,Advanced Decomposition,N,MALE,,,,53,cm,actual,,in,actual,N,,,,,,,,report forwarded to us by Jim Mead (sister of RP),4767
NW-2001-1027305,2001-SJ057,NMFSNW-4850,,"Porpoise, Dall's",Phocoenoides,dalli,Validated,Whale Museum,,Unknown,NW,Lopez Island,San Juan,WA,,,,,,,,,,,N,N,N,N,N,,,,,,2001-OCT-17,2001,OCT,17,,,Fresh Dead,N,2001-OCT-17,2001,OCT,17,Fresh Dead,N,UNKNOWN,,,,,cm,actual,,kg,actual,N,,,,,,,,,4850
NW-2005-1052323,HMSC05-09-14,05NWR09034,Confirmed - Minimum,"Whale, unidentified toothed",,,Validated,Public,"Marine Mammal Institute, OSU","Hatfield Marine Science Center, OSU",NW,Manzanita,Tillamook,OR,Pacific Ocean,Manzanita Beach,,,,,,,,N,CBD,N,N,N,N,,,,,,2005-SEP-17,2005,SEP,17,Beach or Land,,Fresh Dead,Y,,,,,,N,UNKNOWN,UNKNOWN,,,0,cm,estimate,,,,N,,,,,,,,,
NW-2015-1179419,HMSC15-11-10-Sc,15NWR11007,Confirmed - High Report,"Dolphin, striped",Stenella,coeruleoalba,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Port Orford,Curry,OR,Pacific Ocean,between Hubbard Creek and Rocky Point,42.73018,dd.dddd,,–124.47112,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2015-NOV-10,2015,NOV,10,Beach or Land,,Fresh Dead,N,2015-NOV-15,2015,NOV,15,Moderate Decomposition,N,MALE,SUBADULT,Y,N,219,cm,actual,0,lb,estimate,Y,limited,fresh,2015-NOV-15,2015,NOV,15,Nancy Treneman,,
NW-2016-1193553,2016-SJ084,16NWR12039,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jennifer Olson,Whale Museum,Whale Museum,NW,San Juan Island,San Juan,WA,Pacific Ocean,Reuban Tart County Park,48.6125,dd.dddd,actual,–123,dd.dddd,actual,GPS,N,CBD,N,N,N,N,,Y,N,N,,2016-DEC-09,2016,DEC,9,Beach or Land,,Fresh Dead,N,2016-DEC-10,2016,DEC,10,Fresh Dead,N,FEMALE,ADULT,Y,N,163,cm,actual,,,,N,,,,,,,,"It was dark when the animal was collected, but no wounds or signs of HI were noticed. The right eye was bleeding slightly and there was mild wear and tear on the flukes. Animal was collected and will be necropsied in early 2017. Further measurements and w",
NW-2015-1181455,MKH2015-05,15NWR05087,Confirmed- Medium Report,"Whale, gray",Eschrichtius,robustus,Validated,Frankie Gonzales,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,Clallam,WA,Strait of Juan de Fuca,Near Tatoosh,48.4019,dd.dddd,estimate,–124.7321,dd.dddd,estimate,Internet/Software,N,CBD,N,N,N,N,,Y,N,N,,2015-MAY-28,2015,MAY,28,Floating,,Advanced Decomposition,Y,,,,,,N,,,N,N,,,,,,,N,,,,,,,,We were unable to respond to the whale. Reporting party is a reliable voulenteer of Makah stranding network. Whale was reported to be very bloated so we likely did not lose out on collecting samples.Whale reported to be very bloated. Could not locate the,
NW-2011-1135081,PSU11-03-29-Lo,11NWR03018,Confirmed - High,"Dolphin, Pacific white-sided",Lagenorhynchus,obliquidens,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Sunset Beach,Clatsop,OR,Pacific Ocean,Sunset Beach,46.10554,dd.dddd,,–123.94545,dd.dddd,,GPS,N,Y,N,N,Y,N,,N,N,N,N,2011-MAR-29,2011,MAR,29,Beach or Land,,Advanced Decomposition,N,2011-MAR-30,2011,MAR,30,Advanced Decomposition,N,MALE,ADULT,N,N,190,cm,estimate,0,lb,estimate,Y,Complete,Fresh,2011-APR-01,2011,APR,1,Duffield et al,,
NW-2006-1060955,2006-SJ007,06NWR04038,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,Whale Museum,NW,San Juan Island,San Juan,WA,San Juan Islands,"Friday Harbor, Maine Dock at the Friday Harbor Labs",48/32/09,deg/min/sec,estimate,123/01/00,deg/min/sec,estimate,Internet,N,N,N,N,N,N,,,,,,2006-APR-17,2006,APR,17,,,Condition Unknown,Y,,,,,,N,UNKNOWN,UNKNOWN,,,0,in,estimate,0,lb,estimate,N,,,,,,,,,
NW-2009-1105167,HMSC09-07-11-Pp-2,09NWR07113,Confirmed - Medium,"Porpoise, harbor",Phocoena,phocoena,Validated,Jim Rice,"Marine Mammal Institute, OSU","Hatfield Marine Science Center, OSU",NW,Gardiner,Douglas,OR,Pacific Ocean,N Umpqua/S Sparrow area,43.676783,dd.dddd,,–124.205233,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2009-JUL-11,2009,JUL,11,Beach or Land,,Advanced Decomposition,N,2009-JUL-11,2009,JUL,11,Advanced Decomposition,N,UNKNOWN,PUP/CALF,N,Y,90,cm,estimate,0,lb,estimate,N,,,,,,,,photographed by Beach Ranger,
NW-2007-1069369,PSU07-05-11A-Pp,07NWR05023,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Seaview,Pacific,WA,Pacific Ocean,1.4 mi south of 38th Street approach,46.31087,decimal degrees,,124.07173,decimal degrees,,GPS,N,CBD,N,N,N,N,,,,,,2007-MAY-11,2007,MAY,11,Beach or Land,,Advanced Decomposition,N,2007-MAY-11,2007,MAY,11,Advanced Decomposition,N,MALE,SUBADULT,,,126,cm,actual,0,lb,estimate,Y,,,2007-MAY-28,2007,MAY,28,Duffield et al,,
NW-2006-1063721,OIMB-C-082,06NWR12005,Confirmed - Medium,"Dolphin, striped",Stenella,coeruleoalba,Validated,Jan Hodder,OIMB,OIMB,NW,Charleston,Coos,OR,Pacific Ocean,"Lighthouse Beach, N. of Gregory Point Lighthouse",43.339,decimal degrees,,124.365,decimal degrees,,Map,N,N,N,N,N,N,,,,,,2006-DEC-02,2006,DEC,2,Beach or Land,,Fresh Dead,N,2006-DEC-02,2006,DEC,2,Fresh Dead,N,FEMALE,ADULT,,,290,cm,actual,0,lb,estimate,NA,,,,,,,,,
NW-2006-1062617,CRC-769,06NWR08069,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Clallam,WA,Strait of Juan de Fuca,off Sekiu,,,,,,,,N,Y,N,N,Y,N,,,,,,2006-AUG-22,2006,AUG,22,Swimming,,Fresh Dead,N,2006-AUG-23,2006,AUG,23,Fresh Dead,N,MALE,ADULT,,,152,cm,actual,47,kg,actual,Y,,,2006-AUG-23,2006,AUG,23,Cascadia Research,Packed on ice by fishery and transported to Port Angeles for pickup.,
NW-2009-1098755,041509-01,09NWR04025,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Port Townsend MSC Staff,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NMFS,NW,Port Townsend,Jefferson,WA,Pacific Ocean,Beach off memorial park,48.085383,decimal degrees,actual,122.868736,decimal degrees,actual,GPS,N,N,N,N,N,N,,N,N,N,N,2009-APR-14,2009,APR,14,,,Fresh Dead,N,2009-APR-15,2009,APR,15,Fresh Dead,N,UNKNOWN,,N,N,54,in,actual,90,lb,estimate,N,,,,,,,,Additional remarks on file with level A data at NOAA,
NW-2016-1188635,HMSC16-05-13-Er,16NWR05021,Confirmed - High Report,"Whale, gray",Eschrichtius,robustus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Bandon,Coos,OR,Pacific Ocean,"south of Devil's Kitchen, north of China Creek",43.076743,dd.dddd,,–124.436690,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2016-MAY-13,2016,MAY,13,Beach or Land,,Moderate Decomposition,N,2016-MAY-13,2016,MAY,13,Moderate Decomposition,N,MALE,PUP/CALF,Y,N,740,cm,actual,0,lb,estimate,Y,limited,fresh,2016-MAY-13,2016,MAY,13,"Jim Rice, Craig Hayslip, Diane Bilderback",,
NW-2008-1081189,CRC-853,08NWR07055,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,,Cascadia Research,Cascadia Research,NW,Grayland,Grays Harbor,WA,Pacific Ocean,"Twin Harbors State Park, Midway beach access",46.769,dd.dddd,,–124.0974,dd.dddd,,Internet/Software,N,CBD,N,N,N,N,,Y,N,N,,2008-JUL-13,2008,JUL,13,Beach or Land,,Fresh Dead,Y,,,,,Fresh Dead,N,UNKNOWN,PUP/CALF,Y,N,30,in,Estimated,0,,,N,,,,,,,,"photographed by state parks on 12 July, in surf at Midway beach. Washed out overnight, not reported to CRC unitl 13 July. Photos emailed to JLH on 14 July.",CRC-853
NW-2002-1000386,02-9-03-PSU-Bp,02NWR09011,Confirmed - High Report,"Whale, fin",Balaenoptera,physalus,Validated,D. Duffield,Portland State University,Portland State University,NW,Portland,Clatsop,OR,Columbia River,arrived on bow of ship into Portland,,,,,,,,,Y,Y,N,N,,,,,,,2002-SEP-02,2002,SEP,2,Floating,,Fresh Dead,N,2002-SEP-10,2002,SEP,10,Moderate Decomposition,,FEMALE,SUBADULT,,,1075,cm,actual,0,kg,actual,Y,,,2002-SEP-10,2002,SEP,10,"Duffield, Deb",,
NW-2013-1151211,CRC-1249,13NWR04030,Confirmed- High Report,"Whale, fin",Balaenoptera,physalus,Validated,John Calambokidis,Cascadia Research,Cascadia Research,NW,Burien,King,WA,Puget Sound,Seahurst Park,47.481,dd.dddd,actual,–122.3621,dd.dddd,actual,GPS,N,Y,Y,N,N,N,,Y,Y,Y,,2013-APR-13,2013,APR,13,Floating,,Fresh Dead,N,2013-APR-13,2013,APR,13,Fresh Dead,N,UNKNOWN,ADULT,N,Y,2000,cm,estimate,,,,Y,limited,fresh,2013-APR-13,2013,APR,13,CRC/WDFW/MaST,"reported floating near three tree point to coast guard by several anonymous sources at 0900. RP called CRC at 0930, carcass coming ashore at Seahurst park. Was beached by 1030 in front of playground and educational center. External and partial internal ex",
NW-2012-1176916,JDF15MAY12A,12NWR05145,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Bob Campbell,Feiro Marine Life Center,Feiro Marine Life Center,NW,Port Angeles,Clallam,WA,Pacific Ocean,Salt Creek Estuary,48.163889,decimal degrees,actual,–123.703611,decimal degrees,actual,GPS,N,CBD,N,N,N,N,,N,N,N,N,2012-MAY-15,2012,MAY,15,Beach or Land,,Moderate Decomposition,N,2012-MAY-15,2012,MAY,15,Moderate Decomposition,N,UNKNOWN,SUBADULT,N,Y,131,cm,actual,100,lb,estimate,N,,,,,,,,With right side up rib cage visible - 8-10 inch hole. Presumed caused by birds eating the porpoise.,
NW-2010-1120643,CRC-1025,10NWR02008,Confirmed- High Report,"Whale, gray",Eschrichtius,robustus,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Taholah,Grays Harbor,WA,Pacific Ocean,"Quinault, Raft River",47.4604,dd.dddd,,–124.3408,dd.dddd,,GPS,N,CBD,N,N,N,N,,Y,Y,Y,,2010-FEB-04,2010,FEB,4,Beach or Land,,Moderate Decomposition,N,2010-FEB-09,2010,FEB,9,Moderate Decomposition,N,UNKNOWN,PUP/CALF,N,Y,430,cm,Estimated,0,,,Y,Limited,Fresh,2010-FEB-09,2010,FEB,9,CRC,,CRC-1025
NW-2009-1104433,WDFW2009-066,09NWR08059,Confirmed- High Report,"Whale, fin",Balaenoptera,physalus,Validated,Jessie Huggins,WDFW/MMI,WDFW/MMI,NW,Tacoma,Pierce,WA,Puget Sound,"Port of Tacoma/Blair Waterway, WA",47.2046,decimal degrees,,–122.642,decimal degrees,,GPS,N,Y,Y,N,N,N,,Y,Y,Y,N,2009-AUG-07,2009,AUG,7,Floating,,Fresh Dead,N,2009-AUG-07,2009,AUG,7,Fresh Dead,N,MALE,SUBADULT,Y,N,1423,cm,actual,,,,Y,,,2009-AUG-08,2009,AUG,8,WDFW/MMI,"Was found floating in Blair Waterway on the morning of 07-August-2009. Port of Tacoma, WDFW, and CRC responded to assess situation. The fin whale was towed on Friday evening by DOC on McNeil Island. Good body condition and good post mortem condition allo",WDFW2009-066
NW-2014-1159447,CRC-1410,14NWR08033,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean City,Grays Harbor,WA,Pacific Ocean,Between 2nd and Waikiki,47.0698,dd.dddd,actual,–124.1736,dd.dddd,actual,GPS,N,N,N,N,N,N,,Y,Y,Y,,2014-AUG-01,2014,AUG,1,Beach or Land,,Fresh Dead,N,2014-AUG-01,2014,AUG,1,Fresh Dead,N,MALE,SUBADULT,Y,N,125,cm,actual,,,,Y,complete,fresh,2014-AUG-01,2014,AUG,1,CRC,reported while washing in with the tide. Immediately recovered.,
NW-2010-1132461,WDFW2010-171,10NWR10144,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Bainbridge Island,Kitsap,WA,Puget Sound,"11069 Rollin Bay Walk Northeast, Manitou Beach",47.663,dd.dddd,,–122.501,dd.dddd,,Internet/Software,N,Y,N,N,Y,N,,Y,Y,Y,,2010-OCT-17,2010,OCT,17,Beach or Land,,Fresh Dead,N,2010-OCT-17,2010,OCT,17,Fresh Dead,N,MALE,PUP/CALF,Y,N,110,cm,Actual,24,kg,Estimated,Y,Complete,Fresh,2010-OCT-19,2010,OCT,19,CRC,Reported dead on beach two days after lactating adult female harbor porpoise stranded ~3 miles North of where calf was found. Suspect this animal may be calf of WDFW2010-170.,WDFW2010-171
NW-2014-1159821,PSU14-06-29-Pp,14NWR06056,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Seaside,Clatsop,OR,Pacific,Cove,45.9754,dd.dddd,actual,–123.94245,dd.dddd,,GPS,N,Y,N,N,Y,N,,Y,N,Y,N,2014-JUN-23,2014,JUN,23,Beach or Land,,Advanced Decomposition,N,2104-JUN-23,2104,JUN,23,Advanced Decomposition,N,MALE,ADULT,Y,N,141,cm,estimate,0,kg,,Y,complete,fresh,2014-JUL-02,2014,JUL,2,Duffield,,
NW-2017-1195776,CRC-1585,17NWR05004,Confirmed- High Report,"Whale, gray",Eschrichtius,robustus,Validated,John Calambokidis,Cascadia Research,Cascadia Research,NW,Bellingham,Whatcom,WA,Bellingham Bay,"Bellingham bay, floating mid-bay",48.7462,dd.dddd,actual,–123,dd.dddd,actual,GPS,N,Y,N,N,N,Y,,Y,Y,Y,,2017-MAY-10,2017,MAY,10,Floating,,Fresh Dead,N,2017-MAY-10,2017,MAY,10,Fresh Dead,N,FEMALE,ADULT,Y,N,1280,cm,actual,,,,Y,limited,fresh,2017-MAY-12,2017,MAY,12,CRC/WCMMSN/SR3,towed to Lummi Island by WDFW Enforcement. Reports of live grays in Birch Bay prior to the stranding (May 6-8).,
NW-2001-1026989,CRC - 478,NMFSNW-4564,,"Porpoise, harbor",Phocoena,phocoena,Validated,Cascadia Research,,Unknown,NW,Ocean Shores,Grays Harbor,WA,,2 miles N of Ocean City Beach access,,,,,,,,,N,N,N,N,N,,,,,,2001-JUL-12,2001,JUL,12,,,Alive,N,2001-JUL-12,2001,JUL,12,Alive,N,MALE,,,,85,cm,actual,12,lb,estimate,N,,,,,,,,,4564
NW-2008-1081401,HMSC08-08-26-Pp,08NWR08100,Confirmed - Medium,"Porpoise, harbor",Phocoena,phocoena,Validated,Jim Rice,"Marine Mammal Institute, OSU","Hatfield Marine Science Center, OSU",NW,Lincoln City,Lincoln,OR,Pacific Ocean,"in front of Sea Horse Motel, Lincoln City",44.98219,dd.dddd,,–124.01531,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2008-AUG-26,2008,AUG,26,Beach or Land,,Advanced Decomposition,N,2008-AUG-26,2008,AUG,26,Advanced Decomposition,N,FEMALE,PUP/CALF,Y,N,93,cm,actual,25,lb,actual,Y,limited,fresh,2008-AUG-27,2008,AUG,27,Jim Rice,,
NW-2011-1137631,HMSC11-09-27-Uc,11NWR09070,Confirmed - High,UNIDENTIFIED ODONTOCETE,,,Validated,Jim Rice,"Hatfield Marine Science Center, OSU","Hatfield Marine Science Center, OSU",NW,Gold Beach,Curry,OR,Pacific Ocean,behind Ireland's Rustic Lodges,42.403527,dd.dddd,,–124.425877,dd.dddd,,Internet,N,CBD,N,N,N,N,,N,N,N,N,2011-SEP-27,2011,SEP,27,Beach or Land,,Condition Unknown,Y,,,,,,N,UNKNOWN,UNKNOWN,N,N,0,cm,estimate,0,lb,estimate,NA,,,,,,,,"dead ""dolphin"" reported on beach but was no longer there when responders went to look for it; presumably taken out with incoming tide; no details about its appearance available",
NW-2001-1027169,2001-SJ060,NMFSNW-4726,,"Porpoise, harbor",Phocoena,phocoena,Validated,Whale Museum,,Unknown,NW,Shaw Island,San Juan,WA,,NE end of Parks Bay,,,,,,,,,N,N,N,N,N,,,,,,2001-DEC-27,2001,DEC,27,,,Fresh Dead,N,2001-DEC-28,2001,DEC,28,Moderate Decomposition,N,MALE,,,,132,cm,actual,75,lb,estimate,N,,,,,,,,,4726
NW-2003-1027880,2003-SJ095,03NWR11011,Confirmed - Medium Report,"Porpoise, Dall's",Phocoenoides,dalli,Validated,R. Osborne,Whale Museum,Whale Museum,NW,San Juan Island,San Juan,WA,Puget Sound,South Beach,,,,,,,,,CBD,N,N,N,N,,,,,,2003-NOV-26,2003,NOV,26,Beach or Land,,Moderate Decomposition,N,2003-NOV-26,2003,NOV,26,Moderate Decomposition,N,FEMALE,UNKNOWN,,,0,in,estimate,,,,N,,,,,,,,,
NW-2012-1145777,HMSC12-04-30-Pp,12NWR04023,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Winchester Bay,Douglas,OR,Pacific Ocean,1.8 mile south of Umpqua River,43.636817,dd.dddd,,–124.212850,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2012-APR-30,2012,APR,30,Beach or Land,,Fresh Dead,N,2012-APR-30,2012,APR,30,Fresh Dead,N,MALE,ADULT,Y,N,151.5,cm,actual,91,lb,actual,Y,complete,fresh,2012-MAY-01,2012,MAY,1,"Jim Rice, Jane Holbrook",,
NW-2008-1084375,2008-SJ060,08NWR10049,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,San Juan Island,San Juan,WA,Pacific Ocean,American Camp pocket beach,48.451389,decimal degrees,estimate,123.016944,decimal degrees,estimate,Map,N,CBD,N,N,N,N,,N,N,N,N,2008-OCT-27,2008,OCT,27,Beach or Land,,Condition Unknown,N,2008-OCT-28,2008,OCT,28,Fresh Dead,N,MALE,SUBADULT,Y,N,116,cm,actual,,,,Y,complete,fresh,2008-OCT-30,2008,OCT,30,J Gaydos,"This animal washed up in an area where a lot of purse-seining had recently been taking place. The animal was missing its left flipper, but it didn't seem like the flipper had been cut off.",
NW-2009-1105657,PSU09-06-20-Pp,09NWR06102,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Rockaway Beach,Tillamook,OR,Pacific Ocean,100 meters north of Barview jetty,45.57087,dd.dddd,,–123.95718,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2009-JUN-20,2009,JUN,20,Beach or Land,,Fresh Dead,N,2009-JUN-22,2009,JUN,22,Moderate Decomposition,N,MALE,SUBADULT,Y,N,145,cm,actual,0,lb,estimate,Y,Complete,Fresh,2009-JUN-24,2009,JUN,24,Duffield and Barros,,HMSC09-06-21-Pp
NW-2015-1179465,PSU15-07-30-Pp,15NWR07103,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Long Beach,Pacific,WA,Pacific,0.5 mile south of Cranberry Road access,46.38742,dd.dddd,actual,–124.06362,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2015-JUL-30,2015,JUL,30,Beach or Land,,Moderate Decomposition,N,2015-JUL-30,2015,JUL,30,Moderate Decomposition,N,UNKNOWN,SUBADULT,Y,N,110,cm,estimate,0,kg,,N,,,,,,,,,
NW-2016-1193806,16Pp17MarWH-1,16NWR03055,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,OPEN,Alysha Elsby,,Whatcom Marine Mammal Stranding Network,NW,Bow,Skagit,WA,Pacific Ocean,Samish Island at Taylor Shellfish,48.3425,decimal degrees,estimate,122.29177,decimal degrees,estimate,Internet,N,CBD,N,N,N,N,,N,N,N,N,2016-MAR-17,2016,MAR,17,Beach or Land,,Moderate Decomposition,N,2016-MAR-17,2016,MAR,17,Moderate Decomposition,N,MALE,ADULT,Y,N,50,in,actual,130,lb,actual,Y,complete,fresh,2016-MAR-17,2016,MAR,17,Alysha Elsby LVT,,
